-0.22525,0.79,0.41050000000000003
-0.22525,0.79,0.41075
-0.22525,0.79,0.411
-0.22525,0.79,0.41125000000000006
-0.225,0.79,0.41100000000000003
-0.225,0.79,0.41125
-0.225,0.79,0.4115000000000001
-0.22475,0.79,0.41000000000000003
-0.22475,0.79,0.41125
-0.22475,0.79,0.4115
-0.2245,0.79,0.40974999999999995
-0.2245,0.79,0.41000000000000003
-0.2245,0.79,0.41125
-0.22425,0.79,0.41
-0.22525,0.7905,0.41075
-0.22525,0.7905,0.411
-0.22525,0.7905,0.41125000000000006
-0.22525,0.7905,0.41150000000000003
-0.22525,0.7905,0.41175
-0.225,0.7905,0.41025
-0.225,0.7905,0.4115000000000001
-0.225,0.7905,0.41175000000000006
-0.22475,0.7905,0.41000000000000003
-0.22475,0.7905,0.41025
-0.22475,0.7905,0.41074999999999995
-0.22475,0.7905,0.4115
-0.22475,0.7905,0.41175000000000006
-0.2245,0.7905,0.41025
-0.2245,0.7905,0.4115
-0.2255,0.791,0.41100000000000003
-0.2255,0.791,0.41125
-0.2255,0.791,0.4115
-0.2255,0.791,0.41174999999999995
-0.22525,0.791,0.41050000000000003
-0.22525,0.791,0.411
-0.22525,0.791,0.41125000000000006
-0.22525,0.791,0.41150000000000003
-0.22525,0.791,0.41175
-0.22525,0.791,0.412
-0.225,0.791,0.4105
-0.225,0.791,0.41175000000000006
-0.225,0.791,0.41200000000000003
-0.22475,0.791,0.41025
-0.22475,0.791,0.4105
-0.22475,0.791,0.41100000000000003
-0.22475,0.791,0.41175000000000006
-0.2245,0.791,0.4105
-0.22425,0.791,0.411
-0.2255,0.7915,0.41125
-0.2255,0.7915,0.4115
-0.2255,0.7915,0.41174999999999995
-0.2255,0.7915,0.4119999999999999
-0.2255,0.7915,0.41225
-0.22525,0.7915,0.41075
-0.22525,0.7915,0.412
-0.22525,0.7915,0.41224999999999995
-0.225,0.7915,0.4105
-0.225,0.7915,0.41075000000000006
-0.225,0.7915,0.41200000000000003
-0.225,0.7915,0.41225
-0.22475,0.7915,0.41074999999999995
-0.22475,0.7915,0.41125
-0.22475,0.7915,0.41200000000000003
-0.2245,0.7915,0.41125
-0.22575,0.792,0.4115
-0.22575,0.792,0.41174999999999995
-0.22575,0.792,0.41200000000000003
-0.22575,0.792,0.41225
-0.2255,0.792,0.41100000000000003
-0.2255,0.792,0.4115
-0.2255,0.792,0.41174999999999995
-0.2255,0.792,0.4119999999999999
-0.2255,0.792,0.41225
-0.2255,0.792,0.4125
-0.22525,0.792,0.41075
-0.22525,0.792,0.411
-0.22525,0.792,0.41150000000000003
