Start Normal X, Start Normal Y, Start Normal Z, Start Position X, Start Position Y, Start Position Z, Frame 1 Position X, Frame 1 Position Y, Frame 1 Position Z, 1-up Platform Position X, 1-up Platform Position Y, 1-up Platform Position Z, Return Position X, Return Position Y, Return Position Z, Pre-10K Speed, Pre-10K X Velocity, Pre-10K Z Velocity, Return Speed, Return X Velocity, Return Z Velocity, Frame 1 Q-steps, Frame 2 Q-steps, Frame 3 Q-steps, Frame 1 Angle, 10K Stick X, 10K Stick Y, 10K Camera Yaw, Start Floor Normal X, Start Floor Normal Y, Start Floor Normal Z, Number of Tilt Frames, Post-Tilt Platform Normal X, Post-Tilt Platform Normal Y, Post-Tilt Platform Normal Z, Post-Tilt Position X, Post-Tilt Position Y, Post-Tilt Position Z, Post-Upwarp Position X, Post-Upwarp Position Y, Post-Upwarp Position Z, Upwarp PU X, Upwarp PU Z
-0.246500, 0.802000, 0.383000, -1707.839233, -2928.531250, -448.025726, 5117104.000000, -2928.531250, -448.025726, 16772648.000000, -2967.168945, -448.025726, -1803.000000, -2960.673828, -443.000000, 23311088.000000, 23311088.000000, 0.000000, -190822688.000000, -190822688.000000, 57.171543, 1, 2, 1, 16384, 0, -10, 49142, -0.255438, 0.878348, 0.404050, 43, 0.223500, 0.836040, 0.474619, -1780.734985, -3070.499756, -431.150604, 26936700.000000, 1037.500244, -143073056.000000, 420, -2180
-0.246500, 0.802000, 0.383000, -1707.839233, -2928.531250, -448.025726, 5117104.000000, -2928.531250, -448.025726, 16772648.000000, -2967.168945, -448.025726, -1803.000000, -2960.673828, -443.000000, 23311088.000000, 23311088.000000, 0.000000, -190822688.000000, -190822688.000000, 57.171543, 1, 2, 1, 16384, 0, -10, 49142, -0.255438, 0.878348, 0.404050, 43, 0.223500, 0.836040, 0.474619, -1780.734985, -3070.499756, -431.150604, 27199392.000000, 3137.500244, -143073056.000000, 424, -2180
-0.246500, 0.802000, 0.383000, -1707.839233, -2928.531250, -448.025726, 5117104.000000, -2928.531250, -448.025726, 16772648.000000, -2967.168945, -448.025726, -1803.000000, -2960.673828, -443.000000, 23311088.000000, 23311088.000000, 0.000000, -190822688.000000, -190822688.000000, 57.171543, 1, 2, 1, 16384, 0, -10, 49142, -0.255438, 0.878348, 0.404050, 43, 0.223500, 0.836040, 0.474619, -1780.734985, -3070.499756, -431.150604, 27462088.000000, 5241.500000, -143073056.000000, 428, -2180
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 57406056.000000, 5187.032715, -264636144.000000, 892, -4032
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 57143356.000000, 3107.032715, -264636144.000000, 888, -4032
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22555, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 57143356.000000, 3107.032715, -264636144.000000, 888, -4032
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56885316.000000, 2835.032715, -263586016.000000, 884, -4016
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22555, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56885316.000000, 2835.032715, -263586016.000000, 884, -4016
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56622616.000000, 755.032715, -263586016.000000, 880, -4016
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22555, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 57406056.000000, 5187.032715, -264636144.000000, 892, -4032
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 57144516.000000, 3555.032715, -264373616.000000, 888, -4028
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56886484.000000, 3283.032715, -263323488.000000, 884, -4012
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22555, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56622616.000000, 755.032715, -263586016.000000, 880, -4016
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22548, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56623784.000000, 1203.032715, -263323488.000000, 880, -4012
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22555, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 57144516.000000, 3555.032715, -264373616.000000, 888, -4028
-0.192000, 0.802000, 0.380250, -1695.152100, -2920.928223, -501.491455, -11986469.000000, -2920.928223, 8060763.000000, -25432000.000000, -2966.490234, 17104570.000000, -1782.500000, -2966.483643, -450.000000, 64816388.000000, -53782124.000000, 36175228.000000, -350638976.000000, 290946592.000000, -195698176.000000, 1, 1, 1, 55328, 0, -8, 22555, -0.201226, 0.891357, 0.406189, 38, 0.228000, 0.834913, 0.460158, -1764.485596, -3068.967285, -439.439636, 56886484.000000, 3283.032715, -263323488.000000, 884, -4012
